"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"male","GE",202024,1,154,1,100,244184,0.41,63.07,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",1,0.41,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GL",202024,1,8,1,100,20546,4.87,38.94,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",1,4.87,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202024,1,30,1,100,99707,1,30.09,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",1,1,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202024,0,3,NA,NA,36400,0,8.24,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202024,0,13,NA,NA,205976,0,6.31,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202024,0,36,NA,NA,86495,0,41.62,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","NW",202024,0,0,NA,NA,22053,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","OW",202024,0,0,NA,NA,19158,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SG",202024,0,21,NA,NA,256039,0,8.2,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SH",202024,0,2,NA,NA,40768,0,4.91,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SO",202024,0,10,NA,NA,137659,0,7.26,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SZ",202024,0,14,NA,NA,82213,0,17.03,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","TG",202024,0,9,NA,NA,140885,0,6.39,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","TI",202024,0,178,NA,NA,171141,0,104.01,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",-1,-0.58,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","UR",202024,0,5,NA,NA,18739,0,26.68,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","VD",202024,0,170,NA,NA,395189,0,43.02,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","VS",202024,0,78,0,0,171254,0,45.55,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","ZG",202024,0,4,NA,NA,64594,0,6.19,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","ZH",202024,0,64,NA,NA,766679,0,8.35,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202024,0,11,NA,NA,341112,0,3.22,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202024,0,0,NA,NA,7825,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202024,0,1,NA,NA,27507,0,3.64,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202024,0,38,NA,NA,529304,0,7.18,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BL",202024,0,13,NA,NA,147578,0,8.81,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BS",202024,0,27,NA,NA,100847,0,26.77,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","FL",202024,0,1,NA,NA,19532,0,5.12,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","FR",202024,0,34,NA,NA,160630,0,21.17,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GE",202024,0,134,0,0,259944,0,51.55,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GL",202024,0,5,0,0,20044,0,24.95,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GR",202024,0,17,0,0,99314,0,17.12,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","JU",202024,0,1,NA,NA,37184,0,2.69,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","LU",202024,0,7,NA,NA,207144,0,3.38,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","NE",202024,0,15,NA,NA,90001,0,16.67,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","NW",202024,0,3,NA,NA,21034,0,14.26,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","OW",202024,0,0,NA,NA,18772,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SG",202024,0,15,NA,NA,254695,0,5.89,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SH",202024,0,0,NA,NA,41580,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SO",202024,0,7,NA,NA,137588,0,5.09,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SZ",202024,0,9,NA,NA,78267,0,11.5,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","TG",202024,0,9,NA,NA,138662,0,6.49,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","TI",202024,0,135,NA,NA,180350,0,74.85,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","UR",202024,0,2,NA,NA,17964,0,11.13,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","VD",202024,0,130,NA,NA,409909,0,31.71,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","VS",202024,1,57,1,100,174271,0.57,32.71,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",1,0.57,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","ZG",202024,0,4,NA,NA,63048,0,6.34,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","ZH",202024,0,63,NA,NA,772596,0,8.15,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AG",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AI",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AR",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BE",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BL",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BS",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","FL",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","FR",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GE",202024,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GL",202024,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GR",202024,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","JU",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","LU",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SG",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SH",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SO",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SZ",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","TG",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","TI",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","UR",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","VD",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","VS",202024,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","ZG",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","ZH",202024,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-24",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AG",202025,0,34,0,0,344733,0,9.86,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AI",202025,0,0,NA,NA,8303,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AR",202025,0,2,NA,NA,27938,0,7.16,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202025,0,55,NA,NA,510170,0,10.78,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202025,0,21,NA,NA,141890,0,14.8,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BS",202025,0,26,NA,NA,94997,0,27.37,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","FL",202025,0,0,NA,NA,19215,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","FR",202025,0,52,NA,NA,161153,0,32.27,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GE",202025,0,154,NA,NA,244184,0,63.07,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",-1,-0.41,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GL",202025,0,8,NA,NA,20546,0,38.94,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",-1,-4.87,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202025,0,30,NA,NA,99707,0,30.09,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",-1,-1,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202025,0,3,NA,NA,36400,0,8.24,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202025,0,13,NA,NA,205976,0,6.31,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202025,0,36,NA,NA,86495,0,41.62,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","NW",202025,0,0,NA,NA,22053,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","OW",202025,0,0,NA,NA,19158,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SG",202025,0,21,NA,NA,256039,0,8.2,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SH",202025,0,2,NA,NA,40768,0,4.91,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SO",202025,0,10,NA,NA,137659,0,7.26,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SZ",202025,0,14,NA,NA,82213,0,17.03,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","TG",202025,0,9,NA,NA,140885,0,6.39,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","TI",202025,0,178,NA,NA,171141,0,104.01,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","UR",202025,0,5,NA,NA,18739,0,26.68,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","VD",202025,0,170,0,0,395189,0,43.02,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","VS",202025,0,78,NA,NA,171254,0,45.55,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","ZG",202025,0,4,NA,NA,64594,0,6.19,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","ZH",202025,0,64,NA,NA,766679,0,8.35,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202025,1,12,1,100,341112,0.29,3.52,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",1,0.29,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202025,0,0,NA,NA,7825,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202025,0,1,NA,NA,27507,0,3.64,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202025,0,38,NA,NA,529304,0,7.18,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BL",202025,0,13,NA,NA,147578,0,8.81,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BS",202025,0,27,NA,NA,100847,0,26.77,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","FL",202025,0,1,NA,NA,19532,0,5.12,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","FR",202025,0,34,NA,NA,160630,0,21.17,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GE",202025,0,134,NA,NA,259944,0,51.55,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GL",202025,0,5,NA,NA,20044,0,24.95,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GR",202025,0,17,NA,NA,99314,0,17.12,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","JU",202025,0,1,NA,NA,37184,0,2.69,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","LU",202025,0,7,NA,NA,207144,0,3.38,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","NE",202025,0,15,NA,NA,90001,0,16.67,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","NW",202025,0,3,NA,NA,21034,0,14.26,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","OW",202025,0,0,NA,NA,18772,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SG",202025,0,15,NA,NA,254695,0,5.89,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SH",202025,0,0,NA,NA,41580,0,0,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SO",202025,0,7,NA,NA,137588,0,5.09,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SZ",202025,0,9,NA,NA,78267,0,11.5,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","TG",202025,0,9,NA,NA,138662,0,6.49,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","TI",202025,0,135,NA,NA,180350,0,74.85,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","UR",202025,0,2,NA,NA,17964,0,11.13,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","VD",202025,1,131,1,100,409909,0.24,31.96,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",1,0.24,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","VS",202025,0,57,NA,NA,174271,0,32.71,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",-1,-0.57,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","ZG",202025,0,4,NA,NA,63048,0,6.34,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","ZH",202025,0,63,NA,NA,772596,0,8.15,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AG",202025,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AI",202025,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AR",202025,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BE",202025,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BL",202025,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BS",202025,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","FL",202025,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2020-25",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
